"Date","Way","Base amount","Base currency (name)","Base type","Quote amount","Quote currency","Exchange","Sent/Received from","Sent to","Fee amount","Fee currency (name)","Broker","Notes","Sync Base Holding","Leverage Metadata"
"2021-10-29T13:45:00.000Z","BUY",0.15873015,"TWLO (Twilio Inc)","STOCK",45.0777752985,"USD","New York Stock Exchange",,,,,"Revolut",,false,
"2021-11-08T14:47:00.000Z","SELL",0.15791232,"TSLA (Tesla Inc)","STOCK",184.299468672,"USD","Nasdaq",,,1.29,"USD","Revolut",,false,
"2021-11-11T15:55:00.000Z","BUY",0.13824369,"DIS (Walt Disney Co/The)","STOCK",22.2627638376,"USD","New York Stock Exchange",,,1.27,"USD","Revolut",,false,
"2022-01-24T16:40:00.000Z","BUY",0.22920534,"TSLA (Tesla Inc)","STOCK",200.2360770774,"USD","Nasdaq",,,,,"Revolut",,false,
"2022-01-27T20:37:00.000Z","BUY",0.1813716,"TSLA (Tesla Inc)","STOCK",151.057150776,"USD","Nasdaq",,,,,"Revolut",,false,
"2022-02-23T19:08:00.000Z","BUY",0.05547527,"TSLA (Tesla Inc)","STOCK",43.3855444089,"USD","Nasdaq",,,,,"Revolut",,false,
"2022-03-14T17:44:00.000Z","BUY",0.17472828,"TSLA (Tesla Inc)","STOCK",132.8913406368,"USD","Nasdaq",,,,,"Revolut",,false,
"2022-04-28T16:21:00.000Z","BUY",0.11161362,"TSLA (Tesla Inc)","STOCK",94.5278070504,"USD","Nasdaq",,,,,"Revolut",,false,
"2022-05-11T17:24:00.000Z","BUY",0.10944814,"TSLA (Tesla Inc)","STOCK",83.0897444438,"USD","Nasdaq",,,,,"Revolut",,false,
"2022-05-16T19:41:00.000Z","BUY",0.11789181,"TSLA (Tesla Inc)","STOCK",85.047151734,"USD","Nasdaq",,,,,"Revolut",,false,
"2022-05-24T17:45:00.000Z","BUY",0.1324044,"TSLA (Tesla Inc)","STOCK",84.026480328,"USD","Nasdaq",,,,,"Revolut",,false,
"2022-10-03T15:14:00.000Z","BUY",0.17635237,"TSLA (Tesla Inc)","STOCK",43.0017619008,"USD","Nasdaq",,,,,"Revolut",,false,
"2024-11-04T14:37:00.000Z","SELL",5.29017523,"TSLA (Tesla Inc)","STOCK",1269.1659394293,"USD","Nasdaq",,,0.05,"USD","Revolut",,false,
"2024-11-04T14:39:00.000Z","SELL",1.34898946,"AMAT (Applied Materials Inc)","STOCK",244.6931981494,"USD","Nasdaq",,,,,"Revolut",,false,
"2024-11-05T17:55:00.000Z","SELL",1,"TSLA (Tesla Inc)","STOCK",254.5,"USD","Nasdaq",,,0.02,"USD","Revolut",,false,
"2025-12-26T22:42:56.000Z","SELL",0.06,"TSLA (Tesla Inc)","STOCK",28.5114,"USD","Nasdaq",,,,,,,false,
"2026-05-26T14:56:57.000Z","SELL",2.42376951,"INTC (Intel Corp)","STOCK",300.6201323253,"USD","Nasdaq",,,0.02,"USD","XTB",,false,
"2026-06-01T17:43:00.000Z","SELL",0.28977353,"SNOW (Snowflake Inc)","STOCK",81.1307929294,"USD","New York Stock Exchange",,,,,"Revolut",,false,
"2025-12-31T23:59:00.000Z","SELL",6.54706752,"NKLA (Nikola Corp)","STOCK",0,"USD","Nasdaq",,,,"Revolut","Vyřazení bezcenných akcií po bankrotu Nikola Corp",false,
